keyword,source_seed_group,avg_monthly_searches,competition,top_of_page_bid_low,top_of_page_bid_high,notes
cajonera de oficina,office,500,高,5.20,79.39,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla de trabajo ergonomica,office,500,高,4.15,37.89,review: requires page-role and SERP-intent filtering before use
montiel mobiliario,office,50,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
silla oficina rosa,office,500,高,2.09,17.96,review: requires page-role and SERP-intent filtering before use
mesa escritorio en l,office,50,高,1.55,12.75,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
amazon sillas para comedor,office,500,高,2.56,11.54,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
mesas de oficina modernas,office,50,高,5.56,39.83,review: requires page-role and SERP-intent filtering before use
silla ergonomica postural,office,50,高,2.02,20.02,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
escritorios en l para oficina,office,5000,高,3.48,57.86,review: requires page-role and SERP-intent filtering before use
sillas sala espera,office,500,高,6.22,31.23,review: requires page-role and SERP-intent filtering before use
silla ergonómica postural,office,50,高,6.24,25.24,review: requires page-role and SERP-intent filtering before use
sillas altas para oficina,office,500,高,8.66,133.34,review: requires page-role and SERP-intent filtering before use
mesa oficina en l,office,50,高,13.54,38.64,review: requires page-role and SERP-intent filtering before use
mueble archivador carpetas colgantes,office,50,中,8.80,32.90,review: requires page-role and SERP-intent filtering before use
mesa sala de reuniones,office,500,高,10.21,43.39,review: requires page-role and SERP-intent filtering before use
sihoo silla ergonómica de oficina,office,50,高,7.99,34.63,review: requires page-role and SERP-intent filtering before use
sillas para sala de reuniones,office,500,高,8.57,39.59,review: requires page-role and SERP-intent filtering before use
silla reclinable oficina,office,500,高,3.04,37.06,review: requires page-role and SERP-intent filtering before use
silla giratoria para escritorio,office,5000,高,0.67,20.61,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla oficina beige,office,500,高,4.15,39.79,review: requires page-role and SERP-intent filtering before use
muebles oficina modernos,office,500,高,6.80,26.51,review: requires page-role and SERP-intent filtering before use
libreros para oficina,office,500,高,6.95,147.58,review: requires page-role and SERP-intent filtering before use
escritorio diseño,office,500,高,3.36,17.16,review: requires page-role and SERP-intent filtering before use
sillas ejecutivas de oficina,office,500,高,10.05,123.13,review: requires page-role and SERP-intent filtering before use
escritorio de metal,office,5000,高,2.84,25.48,review: requires page-role and SERP-intent filtering before use
muebles de oficina a medida,office,50,高,14.12,85.50,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
silla oficina diseño,office,50,高,11.54,56.52,review: requires page-role and SERP-intent filtering before use
gabinetes para oficina,office,500,高,8.11,129.51,review: requires page-role and SERP-intent filtering before use
mesa escritorio a medida,office,50,中,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla escritorio verde,office,500,高,2.22,18.41,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillas de escritorio comodas,office,500,高,2.27,23.96,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
mesa escritorio oficina,office,50,高,5.85,37.91,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
mejores sillas escritorio,office,50,高,5.50,25.24,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla escritorio vintage,office,500,高,2.37,14.15,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
sillon ejecutivo ergonomico,office,500,高,5.90,56.58,review: requires page-role and SERP-intent filtering before use
escritorio melamina,office,5000,高,0.97,15.24,review: requires page-role and SERP-intent filtering before use
silla oficina comoda,office,500,高,5.34,52.38,review: requires page-role and SERP-intent filtering before use
escritorio pequeño para computadora,office,500,高,1.31,10.33,review: requires page-role and SERP-intent filtering before use
silla keystone,office,50,高,,,review: requires page-role and SERP-intent filtering before use
sillas de escritorio coppel,office,500,高,1.28,23.96,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla de oficina rosa,office,500,高,2.45,12.67,review: requires page-role and SERP-intent filtering before use
mesas de juntas para oficina,office,500,高,12.36,129.74,review: requires page-role and SERP-intent filtering before use
sofas oficina,office,50,高,6.67,20.20,review: requires page-role and SERP-intent filtering before use
mesa alta oficina,office,50,高,,,review: requires page-role and SERP-intent filtering before use
precio de sillas de oficina,office,500,高,1.79,34.85,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
venta de muebles para oficina,office,500,高,15.97,218.80,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla oficina piel,office,50,高,11.25,114.64,review: requires page-role and SERP-intent filtering before use
mesas de despacho modernas,office,50,中,,,review: requires page-role and SERP-intent filtering before use
mesas elevables oficina,office,50,高,5.64,78.33,review: requires page-role and SERP-intent filtering before use
estanteria despacho,office,50,高,,,review: requires page-role and SERP-intent filtering before use
silla escritorio gamer,office,500,高,1.17,8.95,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
fabrica de sillas de oficina,office,50,高,15.68,116.91,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
pm steele sillas,office,500,高,18.53,215.32,review: requires page-role and SERP-intent filtering before use
mobiliario oficina barato,office,50,高,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
silla escritorio madera,office,500,高,2.88,15.16,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
armario archivador con llave,office,50,中,,,review: requires page-role and SERP-intent filtering before use
sillas de reuniones,office,500,高,8.91,38.05,review: requires page-role and SERP-intent filtering before use
fabrica de sillas para oficina,office,50,高,19.48,71.43,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
silla oficina 180 kg,office,50,高,,,review: requires page-role and SERP-intent filtering before use
mejores sillas ergonómicas,office,50,高,7.04,40.31,review: requires page-role and SERP-intent filtering before use
mesa despacho madera,office,50,中,,,review: requires page-role and SERP-intent filtering before use
silla ergonómica gamer,office,500,高,1.60,11.04,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
sillas de oficina para 150 kilos,office,500,高,2.56,53.45,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
armario metalico oficina,office,50,高,8.98,27.98,review: requires page-role and SERP-intent filtering before use
sillas de recepcion,office,500,高,6.39,58.87,review: requires page-role and SERP-intent filtering before use
escritorio en l con cajones,office,5000,高,2.11,19.43,review: requires page-role and SERP-intent filtering before use
sillas para oficina office max,office,500,高,1.40,37.14,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
